Flow Control Trainer (UT35A) -24-Mar-2025 15:45:47, , , , , , ,
Time,Time s,SP %,PV %,OP %,PB %,IT s,DT s
15:29:13,230,80,80.3,24,100,20,0
15:29:14,231,80,80.3,24,100,20,0
15:29:15,232,80,80.2,23.9,100,20,0
15:29:16,233,80,80.1,23.9,100,20,0
15:29:17,234,80,80.2,24,100,20,0
15:29:18,235,80,79.9,23.7,100,20,0
15:29:19,236,80,80.1,23.9,100,20,0
15:29:20,237,80,80.2,23.9,100,20,0
15:29:21,238,80,80.2,24,100,20,0
15:29:22,239,80,80,23.8,100,20,0
15:29:23,240,80,80.2,24,100,20,0
15:29:24,241,80,80.2,24,100,20,0
15:29:25,242,80,80.2,24,100,20,0
15:29:26,243,80,80.3,24.1,100,20,0
15:29:27,244,80,80.3,24.2,100,20,0
15:29:28,245,80,80.4,24.2,100,20,0
15:29:29,246,80,80.2,24.1,100,20,0
15:29:30,247,80,80,23.9,100,20,0
15:29:31,248,80,80,23.8,100,20,0
15:29:32,249,80,79.9,23.7,100,20,0
15:29:33,250,80,80,23.9,100,20,0
15:29:34,251,80,80,23.9,100,20,0
15:29:35,252,80,80.3,24.1,100,20,0
15:29:36,253,80,80.5,24.4,100,20,0
15:29:37,254,80,80.7,24.6,100,20,0
15:29:38,255,80,80.7,24.7,100,20,0
15:29:39,256,80,80.4,24.4,100,20,0
15:29:40,257,80,80.5,24.5,100,20,0
15:29:41,258,80,80.6,24.6,100,20,0
15:29:42,259,80,80.7,24.7,100,20,0
15:29:43,260,80,80.7,24.8,100,20,0
15:29:44,261,80,80.6,24.7,100,20,0
15:29:45,262,80,80.4,24.6,100,20,0
15:29:46,263,80,80,24.2,100,20,0
15:29:47,264,80,80.3,24.5,100,20,0
15:29:48,265,80,80.5,24.7,100,20,0
15:29:49,266,80,80.6,24.8,100,20,0
15:29:50,267,80,80.5,24.7,100,20,0
15:29:51,268,80,80.1,24.4,100,20,0
15:29:52,269,50,80,24.3,100,20,0
15:29:53,270,50,78.8,54.3,100,20,0
15:29:54,271,50,67.3,43.8,100,20,0
15:29:55,272,50,58.8,35.9,100,20,0
15:29:56,273,50,56.8,34.2,100,20,0
15:29:57,274,50,58.6,36.4,100,20,0
15:29:58,275,50,59.7,38.1,100,20,0
15:29:59,276,50,60.5,39.3,100,20,0
15:30:00,277,50,61,40.4,100,20,0
